,city,males,females,lat,lng,state,name
1615,Mobile,22,3,30.6943566,-88.0430541,AL,Alabama
1616,Montgomery,32,7,32.343799,-86.27316602,AL,Alabama
1617,Nauvoo,1,0,33.9895503,-87.4889033,AL,Alabama
1618,Northport,1,0,33.229007,-87.5772293,AL,Alabama
1619,Opelika,2,0,32.655255,-85.38282559,AL,Alabama
1620,Orrville,1,0,34.6673132,-86.9769524,AL,Alabama
1621,Oxford,6,2,33.589896,-85.83689316,AL,Alabama
1622,Ozark,2,0,31.445645,-85.63803244,AL,Alabama
1623,Phenix City,3,0,32.4709761,-85.0007653,AL,Alabama
1624,Pleasant Valley,4,1,34.0014863,-86.1271972,AL,Alabama
1625,Prattville,3,0,32.4640245,-86.4596966,AL,Alabama
1626,Prichard,3,0,30.7707735,-88.13598665,AL,Alabama
1627,Rosalie,1,0,34.699805,-85.7685836,AL,Alabama
1628,Russellville,1,0,34.5072915,-87.73324724,AL,Alabama
1629,Seale,1,0,32.2973697,-85.1688255,AL,Alabama
1630,Section,1,0,34.5913995,-85.98464411,AL,Alabama
1631,Selma,6,2,32.417836,-87.02313179,AL,Alabama
1632,Selmont,1,0,32.3951369,-87.0083225,AL,Alabama
1633,Sheffield,2,0,34.7650888,-87.6986407,AL,Alabama
1634,Sylacauga,1,0,33.1795865,-86.26184998,AL,Alabama
1635,Talladega,1,0,33.5309404,-85.8304195,AL,Alabama
1636,Troy,6,0,31.8072405,-85.95791119,AL,Alabama
1637,Trussville,1,0,33.6196266,-86.6084342,AL,Alabama
1638,Tuscaloosa,7,1,33.2762256,-87.0671165,AL,Alabama
1639,Tuskegee,1,0,32.451898,-85.68288852,AL,Alabama
1640,Wedowee,1,0,33.3056395,-85.49274657,AL,Alabama
1641,Winston County,1,1,34.1461755,-87.37335664,AL,Alabama
1642,Wylam,2,0,33.5059398,-86.9252705,AL,Alabama
1643,Calera,0,1,33.1035045,-86.7505733,AL,Alabama
1644,Gardendale,0,1,33.6601033,-86.8127702,AL,Alabama
1645,Madison County,0,1,34.734366,-86.57214666,AL,Alabama
1646,McCalla,0,1,33.348723,-87.0141602,AL,Alabama
1647,Ohatchee,0,1,33.800914,-86.05429346,AL,Alabama
1648,St. Clair County,0,1,33.6925735,-86.36441995,AL,Alabama
1649,State City,0,1,32.923457,-85.9449638,AL,Alabama
1650,Weaver,0,1,33.7520457,-85.8113543,AL,Alabama
1651,Albuquerque,26,5,35.0877555,-106.737171,NM,New Mexico
1652,Albuquerque ,1,0,35.0877555,-106.737171,NM,New Mexico
1653,Aztec,1,0,36.8220629,-107.9928992,NM,New Mexico
1654,Carlsbad,6,0,32.4206736,-104.2288375,NM,New Mexico
1655,Clovis,1,0,34.4047987,-103.2052272,NM,New Mexico
1656,Deming,1,1,32.2686981,-107.7586404,NM,New Mexico
1657,Espanola,2,1,35.9911522,-106.0805887,NM,New Mexico
1658,Farmington,5,0,36.7304288,-108.2089191,NM,New Mexico
1659,Gallup,1,0,35.521549,-108.7512163,NM,New Mexico
1660,Hatch,1,0,32.6651718,-107.1534387,NM,New Mexico
1661,Hobbs,1,1,32.7026116,-103.1360403,NM,New Mexico
1662,Las Cruces,2,1,32.3140549,-106.7798135,NM,New Mexico
1663,Los Alamos,1,0,35.8923665,-106.2855953,NM,New Mexico
1664,Los Lunas,1,2,34.8085625,-106.7609814,NM,New Mexico
1665,Lovington,1,0,32.9440077,-103.3485543,NM,New Mexico
1666,Placitas,1,0,32.6650793,-107.1686304,NM,New Mexico
1667,Rio Arriba County,1,0,36.1225247,-105.7832504,NM,New Mexico
1668,Rio Rancho,2,0,35.233375,-106.6644716,NM,New Mexico
1669,Roswell,2,0,33.3942655,-104.5230242,NM,New Mexico
1670,Santa Fe County,3,0,35.3278207,-105.7201939,NM,New Mexico
1671,Silver City,3,2,32.770075,-108.280326,NM,New Mexico
1672,South Valley,2,3,35.0100487,-106.6780809,NM,New Mexico
1673,Springer,1,0,36.3611445,-104.5952668,NM,New Mexico
1674,Taos,1,0,36.4072485,-105.5730665,NM,New Mexico
1675,Tularosa,1,0,33.073973,-106.0186025,NM,New Mexico
1676,Hernandez,0,1,36.0628001,-106.1194685,NM,New Mexico
1677,Alcoa,2,1,35.7895271,-83.9737935,TN,Tennessee
1678,Athens,5,0,35.4428512,-84.5929898,TN,Tennessee
1679,Bean Station,2,0,36.3437017,-83.284062,TN,Tennessee
1680,Blountville,1,0,36.5331586,-82.326806,TN,Tennessee
1681,Bluff City,1,0,36.4742705,-82.2609685,TN,Tennessee
1682,Bolivar,1,0,35.2561937,-88.9878389,TN,Tennessee
1683,Carroll County,3,0,35.9698965,-88.45592509,TN,Tennessee
1684,Chattanooga,11,0,35.0737835,-85.10682141,TN,Tennessee
1685,Cookeville,1,0,36.162839,-85.5016423,TN,Tennessee
1686,Cordova,1,0,35.1556451,-89.7761955,TN,Tennessee
1687,Crab Orchard,3,1,35.9092367,-84.8780048,TN,Tennessee
1688,Decatur County,1,0,35.61510135,-88.11228279,TN,Tennessee
1689,Dickson,1,0,36.0744719,-87.3385654,TN,Tennessee
1690,Drummonds,1,1,35.4634163,-89.9100859,TN,Tennessee
1691,East Ridge,1,2,36.2994397,-82.3702243,TN,Tennessee
1692,Elizabethton,2,1,36.3487196,-82.2106876,TN,Tennessee
1693,Erin,1,1,36.3209612,-87.6975827,TN,Tennessee
1694,Erwin,3,3,36.1451082,-82.4168055,TN,Tennessee
1695,Etowah,1,0,35.3234065,-84.5249307,TN,Tennessee
1696,Gallatin,1,0,36.3883031,-86.4475898,TN,Tennessee
1697,Germantown,4,2,35.0867577,-89.8100858,TN,Tennessee
1698,Gibson County,1,0,36.009104,-88.94518995,TN,Tennessee
1699,Grainger County,1,1,36.250763,-83.54990151,TN,Tennessee
1700,Greene County,1,0,36.1704475,-82.90679594,TN,Tennessee
1701,Greeneville,1,0,36.1631575,-82.8309861,TN,Tennessee
1702,Greenfield,4,0,36.1533982,-88.8006163,TN,Tennessee
1703,Harrison,2,0,35.1136838,-85.1380092,TN,Tennessee
1704,Hendersonville,2,3,36.3047735,-86.6199957,TN,Tennessee
1705,Hohenwald,1,0,35.5478514,-87.5519629,TN,Tennessee
1706,Hornbeak,1,0,36.3311777,-89.2964595,TN,Tennessee
1707,Humboldt,1,0,35.8197917,-88.9158953,TN,Tennessee
1708,Jonesborough,1,1,36.2942723,-82.4734786,TN,Tennessee
1709,Kingsport,1,0,36.5484341,-82.5618186,TN,Tennessee
1710,Kingston,2,0,35.8809084,-84.5085447,TN,Tennessee
1711,Knoxville,15,3,35.9584625,-83.9520189,TN,Tennessee
1712,LaVergne,1,0,36.05089,-86.577127,TN,Tennessee
1713,Lebanon,7,1,36.208065,-86.2905052,TN,Tennessee
1714,Lincoln County,3,1,35.180651,-86.60132844,TN,Tennessee
1715,Maryville,3,1,35.7564719,-83.9704593,TN,Tennessee
1716,Memphis,83,10,35.1490215,-90.0516285,TN,Tennessee
1717,Millington,1,1,35.3414745,-89.8973084,TN,Tennessee
1718,Murfreesboro,1,1,35.845999,-86.3920452,TN,Tennessee
1719,Nashville,36,0,36.1949274,-86.7417714,TN,Tennessee
1720,New Market,3,1,36.1039767,-83.5526751,TN,Tennessee
1721,Newport,4,1,35.9670412,-83.1876578,TN,Tennessee
1722,Pulaski,4,0,35.1998023,-87.0308412,TN,Tennessee
1723,Red Boiling Springs,1,1,36.5333888,-85.8499798,TN,Tennessee
1724,Ripley,2,0,35.7453551,-89.5297973,TN,Tennessee
1725,Rockwood,1,0,35.8656284,-84.68494,TN,Tennessee
1726,Rossville,1,0,35.0484242,-89.5425786,TN,Tennessee
1727,Santa Fe,3,3,35.735069,-87.1280625,TN,Tennessee
1728,Seymour,1,0,35.8810385,-83.77662173,TN,Tennessee
1729,Shelby County,1,0,35.201907,-89.86658436,TN,Tennessee
1730,Springfield,35,7,36.5092119,-86.8849984,TN,Tennessee
1731,Sweetwater,2,0,35.6014636,-84.4610394,TN,Tennessee
1732,Tullahoma,1,0,35.3620235,-86.2094342,TN,Tennessee
1733,Wilson County,1,1,36.157129,-86.32251154,TN,Tennessee
1734,Winchester,1,1,35.1859163,-86.1122071,TN,Tennessee
1735,knoxville,1,0,35.9603948,-83.9210261,TN,Tennessee
1736,Ashland City,0,1,36.2742207,-87.0641699,TN,Tennessee
1737,Brentwood,0,1,36.0325687,-86.7825235,TN,Tennessee
1738,Crossville,0,1,35.9489566,-85.0269015,TN,Tennessee
1739,Culleoka,0,1,35.4795186,-86.9830602,TN,Tennessee
1740,Lyles,0,1,35.9197867,-87.3450119,TN,Tennessee
1741,Mountain City,0,2,36.4745636,-81.804838,TN,Tennessee
1742,Algona,1,0,43.0699663,-94.233019,IA,Iowa
1743,Ames,2,0,42.0279667,-93.64472273,IA,Iowa
1744,Cedar Rapids,1,0,41.9758872,-91.6704053,IA,Iowa
1745,Clarinda,1,0,40.7419352,-95.038313,IA,Iowa
1746,Council Bluffs,2,2,41.2621283,-95.8613912,IA,Iowa
1747,Des Moines,11,1,41.5910641,-93.6037149,IA,Iowa
1748,Dow City,1,0,41.9288774,-95.49389,IA,Iowa
1749,Fort Madison,1,0,40.6297632,-91.3151506,IA,Iowa
1750,Iowa City,1,0,41.6606893,-91.5302214,IA,Iowa
1751,Marshalltown,2,0,42.0448121,-92.9103964,IA,Iowa
1752,Mediapolis,1,0,41.008076,-91.1633978,IA,Iowa
1753,Muscatine,1,1,41.424473,-91.0432051,IA,Iowa
1754,North Liberty,1,0,41.748868,-91.5972564,IA,Iowa
1755,Oelwein,1,0,42.6733171,-91.9135036,IA,Iowa
1756,Pella,1,0,41.4080534,-92.9163091,IA,Iowa
1757,Rock Island,1,0,41.5123284,-90.5128488,IA,Iowa
1758,Rockwell City,2,0,42.3952576,-94.6338671,IA,Iowa
1759,Sioux City,2,2,42.4966815,-96.4058782,IA,Iowa
1760,Storm Lake,1,0,42.6410915,-95.2097179,IA,Iowa
1761,Swisher,1,0,41.845563,-91.6929542,IA,Iowa
1762,Waterloo,6,1,42.4927641,-92.3429631,IA,Iowa
1763,Waukee,1,0,41.6116552,-93.8852266,IA,Iowa
1764,Zearing,1,0,42.1612414,-93.2970164,IA,Iowa
1765,Ankeny,0,1,41.7318715,-93.6003837,IA,Iowa
1766,Alma,3,1,35.4953205,-94.23365777,AR,Arkansas
1767,Altheimer,1,0,34.3192636,-91.8473565,AR,Arkansas
1768,Arkadelphia,1,0,34.134076,-93.06940144,AR,Arkansas
1769,Arkansas County,1,0,34.2521305,-91.39387615,AR,Arkansas
1770,Ash Flat,1,0,36.2239566,-91.6084751,AR,Arkansas
1771,Ashdown,1,0,33.6753495,-94.12274022,AR,Arkansas
1772,Baxter County,1,0,36.2428453,-92.1611652,AR,Arkansas
1773,Blytheville,1,0,35.9314365,-89.89440489,AR,Arkansas
1774,Bryant,1,0,34.5959265,-92.4890469,AR,Arkansas
1775,Cabot,1,0,34.9803265,-92.01916115,AR,Arkansas
1776,Calico Rock,1,0,36.1195143,-92.1359867,AR,Arkansas
1777,Conway,8,2,35.0886963,-92.4421011,AR,Arkansas
1778,Delight,1,0,34.0314949,-93.502959,AR,Arkansas
1779,Drew County,1,0,33.5897655,-91.71492844,AR,Arkansas
1780,Dumas,1,0,33.8870477,-91.4917899,AR,Arkansas
1781,Fort Smith,2,2,35.3857623,-94.3986725,AR,Arkansas
1782,Garland City,1,0,33.3596803,-93.7098502,AR,Arkansas
1783,Garland County,2,0,34.5814975,-93.10630903,AR,Arkansas
1784,Gentry,1,0,36.2675793,-94.4846602,AR,Arkansas
1785,Haskell,2,0,34.5014817,-92.636552,AR,Arkansas
1786,Heber Springs,1,1,35.5068385,-92.0169177,AR,Arkansas
1787,Hope,1,0,33.6670616,-93.5915665,AR,Arkansas
1788,Hot Springs,2,0,34.4310705,-93.04270134,AR,Arkansas
1789,Judsonia,1,0,35.270085,-91.6398575,AR,Arkansas
1790,Lafayette County,1,0,33.2503435,-93.593386,AR,Arkansas
1791,Lake City,4,0,35.821246,-90.45981603,AR,Arkansas
1792,Little Rock,21,1,34.7464809,-92.2895948,AR,Arkansas
1793,Magazine,1,0,35.1509249,-93.8068652,AR,Arkansas
1794,Magnolia,2,1,33.3033665,-93.21708237,AR,Arkansas
1795,Malvern,3,1,34.3623149,-92.8129463,AR,Arkansas
1796,Morrilton,1,0,35.15385,-92.74441073,AR,Arkansas
1797,Mountain Home,2,1,36.358703,-92.34474499,AR,Arkansas
1798,N. Little Rock,1,0,34.7554325,-92.15977738,AR,Arkansas
1799,North Little Rock,3,1,34.7941368,-92.3579062,AR,Arkansas
1800,Paragould,3,0,36.0452505,-90.51709128,AR,Arkansas
1801,Pine Bluff,9,1,34.210538,-92.01652905,AR,Arkansas
1802,Pleasant Plains,1,0,35.5500796,-91.6262486,AR,Arkansas
1803,Pocahontas,1,0,36.2662065,-90.97010316,AR,Arkansas
1804,Rector,1,0,36.264507,-90.29461577,AR,Arkansas
1805,Romance,1,0,35.2409171,-92.051258,AR,Arkansas
1806,Searcy,1,2,35.8867418,-92.4292259,AR,Arkansas
1807,Shannon Hills,1,0,34.6200931,-92.3954325,AR,Arkansas
1808,Stuttgart,2,1,34.473245,-91.53736755,AR,Arkansas
1809,Swifton,1,0,35.821742,-91.1284584,AR,Arkansas
1810,West Fork,1,0,35.9242477,-94.1885387,AR,Arkansas
1811,Wynne,2,1,35.231113,-90.78818517,AR,Arkansas
1812,Yellville,1,0,36.228651,-92.68164228,AR,Arkansas
1813,Greenland,0,2,35.996819,-94.18753643,AR,Arkansas
1814,Imboden,0,1,36.2025683,-91.1745727,AR,Arkansas
1815,Midway,0,1,34.2542589,-92.9635065,AR,Arkansas
1816,Rogers,0,1,36.3076935,-94.08133943,AR,Arkansas
1817,Alorton,1,0,38.589773,-90.1201087,IL,Illinois
1818,Alpha,1,0,41.1917031,-90.3801274,IL,Illinois
1819,Batavia,1,0,41.8500284,-88.3125738,IL,Illinois
1820,Bellwood,4,0,41.8814197,-87.883117,IL,Illinois
1821,Belvidere,2,0,42.2583528,-88.8416115,IL,Illinois
1822,Benton,1,1,37.9967163,-88.9200685,IL,Illinois
1823,Berwyn,1,0,41.8505874,-87.7936685,IL,Illinois
1824,Bloomington,6,1,40.4842027,-88.9936873,IL,Illinois
1825,Bolingbrook,1,1,41.7003302,-88.0717708,IL,Illinois
1826,Burbank,1,1,41.741406,-87.7686078,IL,Illinois
1827,Cahokia,1,0,38.5708849,-90.1901113,IL,Illinois
1828,Calhokia,1,0,38.5708849,-90.1901113,IL,Illinois
1829,Calumet City,5,1,41.6155909,-87.5294871,IL,Illinois
1830,Calumet Park,2,0,41.6628119,-87.6606037,IL,Illinois
1831,Carterville,2,0,37.7600501,-89.0772991,IL,Illinois
1832,Champaign,2,2,40.1164205,-88.2433829,IL,Illinois
1833,Chicago,384,24,41.8756208,-87.6243706,IL,Illinois
1834,Chicago Heights,1,0,41.5062834,-87.6357079,IL,Illinois
1835,Cicero,3,0,41.8455878,-87.7539448,IL,Illinois
1836,Crystal Lake,1,0,42.2411344,-88.3161965,IL,Illinois
1837,Darien,1,3,41.7499912,-87.9803395,IL,Illinois
1838,DeKalb,3,1,41.9294736,-88.7503647,IL,Illinois
1839,Dekalb,1,1,41.9294736,-88.7503647,IL,Illinois
1840,Dolton,1,0,41.6389236,-87.607268,IL,Illinois
1841,East St Louis,4,0,38.6244952,-90.1509429,IL,Illinois
1842,East St. Louis,8,1,38.6244952,-90.1509429,IL,Illinois
1843,Edwardsville,1,0,38.8114364,-89.953157,IL,Illinois
1844,Galesburg,2,0,40.9478158,-90.3712395,IL,Illinois
1845,Granite City,1,0,38.7014389,-90.1487199,IL,Illinois
1846,Harvard,1,1,42.422241,-88.6137101,IL,Illinois
1847,Havana,1,1,40.3014316,-90.0633625,IL,Illinois
1848,Henry,1,1,41.3418549,-90.1177442,IL,Illinois
1849,Highland,1,0,38.7394918,-89.6712008,IL,Illinois
1850,Highland Park,1,1,42.1816919,-87.8003438,IL,Illinois
1851,Homewood,10,0,41.5572567,-87.6656015,IL,Illinois
1852,Humboldt Park,2,0,41.9057668,-87.7041737,IL,Illinois
1853,Ivesdale,1,0,39.9433658,-88.4553363,IL,Illinois
1854,Joliet,7,1,41.525031,-88.0817252,IL,Illinois
1855,Kankakee,1,0,41.1200325,-87.8611531,IL,Illinois
1856,Lyons,1,0,41.811108,-87.8232695,IL,Illinois
1857,Markham,1,0,41.5936453,-87.6947699,IL,Illinois
1858,Matteson,1,0,41.5039235,-87.7131018,IL,Illinois
1859,Mattoon,2,0,39.4842821,-88.3773279,IL,Illinois
1860,Maywood,9,2,41.8791979,-87.8431155,IL,Illinois
1861,Mulberry Grove,1,0,41.9908677,-88.3347128,IL,Illinois
1862,Orland Park,1,0,41.6303103,-87.8539425,IL,Illinois
1863,Park Forest,1,0,41.4914236,-87.6744891,IL,Illinois
1864,Pekin,2,1,40.5675388,-89.640658,IL,Illinois
1865,Polo,1,1,41.986141,-89.5792782,IL,Illinois
1866,Poplar Grove,1,0,41.4578121,-90.4565204,IL,Illinois
1867,Posen,2,0,41.6317008,-87.681437,IL,Illinois
1868,Quincy,2,1,39.9356016,-91.4098727,IL,Illinois
1869,Rockford,14,1,42.2713945,-89.093966,IL,Illinois
1870,Round Lake Beach,1,0,42.3716881,-88.0900815,IL,Illinois
1871,Sauk Village,1,0,41.4883685,-87.5675414,IL,Illinois
1872,Tinley Park,1,0,41.5733669,-87.7844944,IL,Illinois
1873,Urbana,1,0,40.1105875,-88.2072697,IL,Illinois
1874,Wayne County,2,0,38.4318295,-88.42483945,IL,Illinois
1875,Wheeling,2,0,42.1251965,-87.92932893,IL,Illinois
1876,Whiteside County,1,0,41.7590045,-89.9376086,IL,Illinois
1877,Will County,1,0,41.4194058,-87.9994754,IL,Illinois
1878,Wilmette,1,0,42.0770909,-87.7238936,IL,Illinois
1879,Yorkville,1,0,41.6411409,-88.4472948,IL,Illinois
1880,Zion,3,0,42.4461322,-87.8328505,IL,Illinois
1881,Bethalto,0,1,38.9092138,-90.0406608,IL,Illinois
1882,Burr Ridge,0,1,41.7489203,-87.9183919,IL,Illinois
1883,Libertyville,0,1,42.2830786,-87.9531303,IL,Illinois
1884,Melrose Park,0,1,41.9005865,-87.8567277,IL,Illinois
1885,Newton,0,1,38.9904607,-88.1618716,IL,Illinois
1886,Altamont,1,0,42.2068123,-121.737224,OR,Oregon
1887,Bend,2,0,44.0581728,-121.3153096,OR,Oregon
1888,Boring,1,0,45.4298204,-122.3746435,OR,Oregon
1889,Chiloquin,1,0,42.5776364,-121.8661258,OR,Oregon
1890,Donald,1,0,45.2222599,-122.8413946,OR,Oregon
1891,Drain,1,0,43.6587309,-123.3186987,OR,Oregon
1892,Eugene,1,0,44.0505054,-123.0950506,OR,Oregon
1893,Gold Beach,1,0,42.4073334,-124.421774,OR,Oregon
1894,Grant County,3,0,44.477796,-119.0101057,OR,Oregon
1895,Gresham,6,0,45.5067406,-122.4367058,OR,Oregon
1896,Hermiston,1,0,45.8404101,-119.2894605,OR,Oregon
1897,Hillsboro,5,1,45.5228939,-122.989827,OR,Oregon
1898,Kerby,1,0,42.1946172,-123.6513053,OR,Oregon
1899,Klamath Falls,2,0,42.224867,-121.7816704,OR,Oregon
1900,Lane County,2,0,43.863845,-122.7492565,OR,Oregon
1901,Loon Lake,1,0,43.5871458,-123.8378583,OR,Oregon
1902,Madras,1,0,44.6334544,-121.1294872,OR,Oregon
1903,Molalla,1,0,45.1473445,-122.5770322,OR,Oregon
1904,Oregon City,3,1,45.3573429,-122.6067583,OR,Oregon
1905,Polk County,1,1,44.89782,-123.4281602,OR,Oregon
1906,Portland,12,2,45.5202471,-122.6741949,OR,Oregon
1907,Roseburg,3,1,43.216505,-123.3417381,OR,Oregon
1908,Salem,10,4,44.9391565,-123.033121,OR,Oregon
1909,Scappoose,1,0,45.7572997,-122.8743589,OR,Oregon
1910,Silverton,2,0,45.0049305,-122.7832947,OR,Oregon
1911,Sisters,1,0,44.290948,-121.5492516,OR,Oregon
1912,The Dalles,1,0,45.5945645,-121.1786823,OR,Oregon
1913,Umatilla,1,0,45.9173549,-119.3425179,OR,Oregon
1914,Veneta,2,1,44.0487342,-123.3509294,OR,Oregon
1915,Winston,1,0,43.1223383,-123.4125723,OR,Oregon
1916,Gold Hill,0,1,44.5437722,-117.3954695,OR,Oregon
1917,Grant's Pass,0,1,42.4393707,-123.3272489,OR,Oregon
1918,Grants Pass,0,1,42.4393707,-123.3272489,OR,Oregon
1919,La Pine,0,2,43.6703995,-121.503636,OR,Oregon
1920,Langlois,0,1,42.9235756,-124.4507782,OR,Oregon
1921,Newberg,0,1,45.3004928,-122.9725556,OR,Oregon
1922,Redmond,0,1,44.2726203,-121.1739212,OR,Oregon
1923,Tillamook,0,1,45.0701116,-123.7266793,OR,Oregon
1924,Altro,1,0,37.3809251,-83.3821253,KY,Kentucky
1925,Big Spring,2,1,37.7992318,-86.1521912,KY,Kentucky
1926,Booneville,1,0,37.4761991,-83.6749145,KY,Kentucky
1927,Bowling Green,3,0,36.9903199,-86.4436018,KY,Kentucky
1928,Brandenburg,2,1,37.9989592,-86.1694143,KY,Kentucky
1929,Calvert City,1,0,37.0333896,-88.3500362,KY,Kentucky
1930,Campbellsville,1,0,37.3433974,-85.3419069,KY,Kentucky
1931,Carlisle County,1,0,36.86291665,-88.97007725,KY,Kentucky
1932,Cave City,1,0,37.1367171,-85.9569195,KY,Kentucky
1933,Christian County,2,0,36.8980864,-87.4794504,KY,Kentucky
1934,Corbin,1,0,36.9486986,-84.0968761,KY,Kentucky
1935,Crestwood,1,0,38.0097999,-84.5110499,KY,Kentucky
1936,Evarts,1,0,36.8655065,-83.19868363,KY,Kentucky
1937,Ezel,1,0,37.8911964,-83.4443502,KY,Kentucky
1938,Fern Creek,1,0,38.15979,-85.5877362,KY,Kentucky
1939,Fort Knox,2,1,37.8897175,-85.96642601,KY,Kentucky
1940,Frankfort,1,0,38.2009055,-84.8732836,KY,Kentucky
1941,Ft Thomas,1,0,39.0785913,-84.4485361,KY,Kentucky
1942,Graham,2,1,37.2517099,-87.2797187,KY,Kentucky
1943,Grapevine,2,2,37.3000449,-87.4858321,KY,Kentucky
1944,Gravel Switch,1,1,37.5786819,-85.052181,KY,Kentucky
1945,Gray,3,0,36.9425894,-84.0082631,KY,Kentucky
1946,Greenup County,1,0,38.565189,-82.95234257,KY,Kentucky
1947,Guston,1,0,37.8928444,-86.2219159,KY,Kentucky
1948,Hazard,1,2,37.24954,-83.1932284,KY,Kentucky
1949,Heidrick,1,0,36.8825878,-83.8785356,KY,Kentucky
1950,Hillsboro ,1,0,38.293412,-83.6588043,KY,Kentucky
1951,Hodgenville,1,0,37.5739497,-85.7399606,KY,Kentucky
1952,Hopkinsville,3,4,36.8656009,-87.4886186,KY,Kentucky
1953,Jackson County,1,0,37.415968,-83.99615884,KY,Kentucky
1954,Jenkins,2,2,37.1734372,-82.6309892,KY,Kentucky
1955,Knott County,1,0,37.3492525,-82.93784858,KY,Kentucky
1956,Knox County,1,0,36.8934427,-83.8545725,KY,Kentucky
1957,Lawrenceburg,1,0,38.0372967,-84.8966171,KY,Kentucky
1958,Lexington,15,1,38.0464066,-84.4970393,KY,Kentucky
1959,London,2,0,37.1289771,-84.0832646,KY,Kentucky
1960,Louisville,42,9,38.2542376,-85.759407,KY,Kentucky
1961,McDowell,1,0,37.4559336,-82.7362693,KY,Kentucky
1962,Meads,1,0,38.4125817,-82.7090513,KY,Kentucky
1963,Middlesboro,1,0,36.6084155,-83.7165824,KY,Kentucky
1964,Murray,2,0,36.6103334,-88.314761,KY,Kentucky
1965,Nelson County,3,0,37.756668,-85.53226818,KY,Kentucky
1966,Nicholasville,2,0,37.8806341,-84.5729961,KY,Kentucky
1967,Owensboro,1,0,37.7742152,-87.1133304,KY,Kentucky
1968,Paducah,1,0,37.0833893,-88.6000478,KY,Kentucky
1969,Pikeville,2,0,37.4792672,-82.5187629,KY,Kentucky
1970,Pulaski County,1,1,37.1125715,-84.59727103,KY,Kentucky
1971,Radcliff,1,1,37.8403456,-85.9491298,KY,Kentucky
1972,Ratliff,1,0,37.3414951,-82.4265383,KY,Kentucky
1973,Rosspoint,1,0,36.8823117,-83.2893459,KY,Kentucky
1974,Salyersville,1,0,37.7525922,-83.0687816,KY,Kentucky
1975,Shepherdsville,1,0,37.9883991,-85.7157924,KY,Kentucky
1976,Shively,1,0,38.2000701,-85.8227413,KY,Kentucky
1977,Simpson County,1,0,36.7582165,-86.57289627,KY,Kentucky
1978,Simpsonville,1,0,38.22257,-85.3552349,KY,Kentucky
1979,Somerset,4,1,37.0920222,-84.6041084,KY,Kentucky
1980,Tomahawk,1,1,37.8687052,-82.5970984,KY,Kentucky
1981,Tompkinsville,1,0,36.7022797,-85.6916396,KY,Kentucky
1982,Waynesburg,1,0,37.3328559,-84.6716111,KY,Kentucky
1983,Willisburg,1,1,37.8097892,-85.126347,KY,Kentucky
1984,Ages,0,1,36.8578673,-83.2462884,KY,Kentucky
1985,Burkesville,0,1,36.7903399,-85.3705186,KY,Kentucky
1986,Fort Mitchell,0,1,39.0595047,-84.5474432,KY,Kentucky
1987,Laurel County,0,1,37.1374455,-84.11476508,KY,Kentucky
1988,Pine Knot,0,1,36.6509124,-84.4385489,KY,Kentucky
1989,Rowan County,0,1,38.206915,-83.44257646,KY,Kentucky
1990,American Fork,1,0,40.3768954,-111.7957645,UT,Utah
1991,Brigham City,1,1,41.5102129,-112.0155015,UT,Utah
1992,Canyonlands National Park,2,0,38.1666522,-109.984017,UT,Utah
1993,Cedar City,1,1,37.6774769,-113.0618931,UT,Utah
1994,Cottonwood Heights,1,0,40.6196702,-111.8102104,UT,Utah
1995,Draper,2,0,40.5246711,-111.8638226,UT,Utah
1996,Grantsville,1,0,40.6000817,-112.4635316,UT,Utah
1997,Helper,2,0,39.6841305,-110.8546053,UT,Utah
1998,Holladay,1,1,40.6688363,-111.8246557,UT,Utah
1999,Kaysville,1,0,41.0349847,-111.9383931,UT,Utah
2000,Midvale,1,2,40.6110589,-111.8999353,UT,Utah
2001,Moab,1,0,38.5738096,-109.5462146,UT,Utah
2002,Ogden,1,0,41.21607745,-112.0080484,UT,Utah
2003,Orem,1,0,40.2975185,-111.6944685,UT,Utah
2004,Price,1,1,39.5994095,-110.8107148,UT,Utah
2005,Roy,1,0,41.1617999,-112.0261903,UT,Utah
2006,Salt Lake City,9,3,40.7606467,-111.89109,UT,Utah
2007,Salt Lake County,1,1,40.644188,-111.9522491,UT,Utah
2008,South Jordan,4,0,40.5621704,-111.929658,UT,Utah
2009,Spanish Fork,1,0,40.114955,-111.654923,UT,Utah
2010,Taylorsville,1,0,40.6677517,-111.9386311,UT,Utah
2011,Tooele County,1,0,40.4898689,-113.1120989,UT,Utah
2012,Washington Terrace,1,0,41.1727268,-111.9766208,UT,Utah
2013,West Valley City,2,0,40.6916132,-112.0010501,UT,Utah
2014,Willard Bay,1,0,41.4796625,-112.3286141,UT,Utah
2015,Anadarko,1,0,35.072562,-98.2436626,OK,Oklahoma
2016,Arcadia,2,0,35.6667233,-97.3267025,OK,Oklahoma
2017,Ardmore,1,0,34.1742611,-97.1436254,OK,Oklahoma
2018,Atoka County,1,0,34.419336,-95.96406506,OK,Oklahoma
2019,Bennington,2,0,34.0045412,-96.0377597,OK,Oklahoma
2020,Bethany,1,1,35.512678,-97.64303937,OK,Oklahoma
2021,Boise City,1,0,36.7296748,-102.5131384,OK,Oklahoma
2022,Boley,1,1,35.4934062,-96.4836221,OK,Oklahoma
2023,Caddo County,1,0,35.131317,-98.3797949,OK,Oklahoma
2024,Calvin,1,0,34.9674231,-96.2522433,OK,Oklahoma
